idChi,Ten_KH,Ten_TV,Mo_ta,idHo
368,Burmannia,Cào cào,"BURMANNIA L.[Để tưởng nhớ Johannes Burmann ( 1700 - 1779 ), nhà thực vật học Hà Lan ở Amsterdam]Cây thảo mảnh sống hằng năm hay cây thảo khỏe và sống dai, có màu xanh hay màu bạc. Lá hình dải, có khi tiêu giảm thành vẩy hoặc khá lớn và tạo thành vòng lá xếp hình thị từ rễ. Hoa đơn độc, không nhiều, hoặc ở về một bên trên 2 bông thành chĩa, luôn luôn ở ngọn thân. Bao hoa hình ống, chia làm 3 thùy ngoài ngắn, xen kẽ với 3 thùy tràng, nhỏ hơn, có khi không có. Nhị đính ở trên các thùy trong của bao hoa; trung đới rộng có 2 phần phụ dạng mào. Bầu hạ 3 ô với 3 giá noãn giữa; noãn nhiều; vòi nhụy chia thành 3 nhánh; đầu nhụy 3.Quả nang có 3 cánh dạng màng; hạt rất nhỏ.Gồm 57 loài ở các vùng nóng trên thế giới.",19
369,Burretiodendron,"Nghiến, Kiêng","BURRETIODENDRON Rehder[Từ 2 chữ Burret, tên người và dendron: gỗ; để tưởng nhớ nhà thực vật học Đức Karl Ewald Max Burret ( 1883 - 1964 ), nghiên cứu ở Braxin, Gia Va, Xumatra và bán đảo Mã Lai]Cây gỗ. Lá có mép nguyên hay lượn sóng; gân gốc 3 - 5; gốc cân đối hay hơi không cân. Hoa đơn tính, đực cái khác gốc. Hoa đực có cuống có đốt; lá đài 5, có lông dày hoặc có vẩy; cánh hoa 5, màu trắng; nhị 25 - 60, xếp làm 5 bó, hợp ở phần dưới thành ống. Quả khô, có 5 cánh, mở thành 5 mảnh.Gồm 6 loài ở Đông Nam Á. Ở nước ta, có gặp 3 loài, mà 2 loài sau nay chuyển vào chi Excentrodendron",52
370,Bursera,"Rẫm, Râm","BURSERA Jacq. ex L.[Lấy tên của Joachim Burser ( 1583 - 1639 ) thầy thuốc và nhà thực vật học Đức]Cây gỗ hay cây nhỡ. Lá mọc so le, kép lông chim chẵn hay lẻ tập hợp thành bó ở đầu các nhánh.Cụm hoa là chùm xim; hoa lưỡng tính hay đa tính, mẫu 4 - 5. Đài dạng màng, chia sâu 4 - 5 thùy. Cánh hoa 4 - 5, rời, thường trải ra, lợp. Nhị 10 đính ở gốc ngoài của đĩa mật. Bầu hình trứng; vòi ngắn, đầu nhụy có 3 thùy; 3 ô, mỗi ô 2 noãn.Quả có vỏ quả khô, mở van; phôi thẳng; lá mầm dạng lá, cuốn, có 3 phần phân chia.Gồm khoảng 50 loài của các vùng nhiệt đới châu Mỹ",311
371,Butea,Giềng giềng,"BUTEA Roxb. ex Willd.[Để tưởng nhớ J.S.Earl of Bute ( 1713 - 1792 ), nhà bảo trợ lớn về Thực vật học]Cây gỗ hay dây leo lớn. Lá có 3 lá chét, lá chét hình thoi tròn, hai lá bên không cân, nhẵn hay có lông mềm, không có điểm tuyến. Lá kèm hẹp; lá kèm con hình dùi, dễ rụng.Cụm hoa chùm ngắn hay chùy hẹp, ở ngọn hay ở nách; trục phình ở chỗ đính của hoa. Lá bắc nhỏ; lá bắc con dễ rụng. Đài hình chuông, có 4 thùy ngắn hơn ống. Tràng to, màu tía, vàng khi khô, có cánh hoa gần đều nhau, có móng ngắn; cánh cờ không có tai. Nhị hai bó ( 1 + 9 ); bao phấn không đều. Bầu có cuống, ít cong, có lông mềm, 4 - 6 noãn; vòi dạng sợi, cong, không lông; đầu nhụy nhẵn.Quả đậu có cánh, dẹp; hạt 1, dẹp, không có áo hạt.Gồm 3 loài phân bố ở Ấn Độ, Xri Lanca, Mianma, các nước Đông Dương, Inđônêxia.",53
372,Buxus,Hoàng dương,"BUXUS L.[Từ chữ puksos: cái cốc; liên hệ đến hình dạng của quả hoặc do người ta dùng gỗ của cây để làm cốc]Cây gỗ hay cây nhỡ. Lá nhỏ, tồn tại. Cây có hoa đơn tính, cùng gốc. Hoa vàng vàng, không đẹp, có mùi khó chịu; hoa cái cuối được bao quanh bởi các hoa đực. Quả nang mở có lớp vỏ trong của vỏ quả tách rời khỏi vỏ ngoài.Cây chứa nhiều alcaloid. Gỗ dùng để đóng bàn ghế.Gồm 30 loài ở Tây Âu, vùng Địa Trung Hải và vùng ôn đới Đông Á …",129
373,Byttneria,Trôm leo,"BYTTNERIA Loefl. (Buettneria Murray)Cỏ, thường là cây bụi leo, có khi có gai. Lá mọc so le, có cuống, có lá kèm. Cụm hoa chùy hay tán kép, ở nách lá, hoa khi nở chỉ rộng đến 6 - 7mm. Lá đài xếp van, hơi dính ở gốc. Cánh hoa có cuống, phình ra và có thùy ở phía trên móng. Nhị 5, dính với nhị lép. Nhị lép 5, dính ở phần dưới tạo thành một vòng nhỏ ở trong mang bao phấn ở ngoài. Bầu hình cầu hay hình trứng, không cuống, có gợn, rồi sần sùi; vòi ngắn, mang đầu nhụy với 5 thùy dạng chấm; 5 ô, mỗi ô 1 - 2 noãn đảo. Quả cứng, dạng nang, có gai, với 5 van tách khỏi trục và nứt ở lưng; hạt 1 trong mỗi ô.Gồm 131 loài liên nhiệt đới, ở châu Á có khoảng 11 loài",54
374,Cabomba,"Rong lá ngò, Tiềm liên","CABOMBA Aubl.,[Từ tên dân gian ở Guyan]Cây thảo sống nhiều năm, thủy sinh, chìm trong nước. Lá chìm, bị chia cắt rất nhiều. Hoa nhỏ, có 3 cánh hoa tồn tại, 3 - 6 nhị, 3 - 18 lá noãn rời.Gồm 7 loài ở các vùng nóng của châu Mỹ. Việt Nam có duy nhất loài Cabomba carolina ",296
375,Cactus,,,55
376,Caesalpinia,"Vuốt hùm, Điệp, Vang","CAESALPINIA L.[Để tưởng nhớ Andrea Caesalpino ( 1519 - 1603 ) nhà tự nhiên học, thầy thuốc và triết gia người Italia]Cây gỗ, cây nhỡ hay dây leo có gai kim hay không. Lá kèm có hay không. Lá mọc so le, kép lông chim 2 lần, có trục thường có gai. Lá lông chim mọc đối, thường có số chẵn, với trục có khi có gai. Lá chét mọc đối hay so le, không cuống hoặc có cuống.Cụm hoa chùm đơn hay phân nhánh, ở nách hay ở ngọn. Lá bắc dễ rụng. Cuống hoa có đốt hay không. Hoa lưỡng tính, ít khi đơn tính. Đế hoa ngắn, ít khi hình chuông. Lá đài 5, lợp, rời, thường là không đều, cái ở dưới thành mũ phủ lên các lá đài khác. Cánh hoa 5, không đều, cánh trên phân biệt với các cánh khác. Nhị 10, có chỉ nhị rời, đều hay không, thường có lông nhung ở gốc; bao phấn đính lưng, mở dọc. Bầu không cuống hay có cuống, có lông hay nhẵn; noãn 1 - 10; vòi nhụy dài; đầu nhụy ở đỉnh, dạng phễu hoặc có 2 thùy.Quả không mở hay mở, mỏng hay dày, có cánh hay không, có khi có gai, xoắn hay vặn. Hạt hình cầu, dạng bầu dục, dạng thận hay dẹp.Gồm khoảng 200 loài liên nhiệt đới, chủ yếu ở Tân lục địa; ở châu Á có 28 loài. Ở Việt Nam có 19 loài; nhiều loài được sử dụng trong y học dân gian và dùng để nhuộm.Hiện có nội dung của 12 loài:",56
377,Cajanus,"Đậu chiều, Đậu săng","CAJANUS DC.[Tên Cajanus có dẫn xuất từ tiếng Malaixia catjang (kachang)]Cây nhỡ hay cây bụi thấp mọc đứng. Lá lông chim có 3 lá chét có điểm tuyến. Lá kèm và lá kèm con rất nhỏ.Cụm hoa ở nách thành chùm nhỏ và ở ngọn thành chùy. Cuống hoa dài. Lá bắc dễ rụng. Đài hình chuông phủ điểm tuyến vàng, với 5 thùy bằng với ống, 2 cái trên dính nhau nhiều hay ít. Tràng hoa vàng, cỡ 1,5cm, vượt dài ra khỏi đài với cánh hoa thường có đốm đỏ; cánh cờ có tai. Nhị 2 bó ( 1 + 9 ); bao phấn cùng dạng. Bầu dài, có 4 - 6 noãn, phủ lông, vòi phình ở phần trên; đầu nhụy ở đỉnh.Quả đậu hình dải, thuôn, rộng không đến 1cm, phồng, nhọn mũi, bóng nhẵn, có rãnh sâu; hạt 4 - 6, hình cầu, dẹp; có hạt nhỏ.Gồm 2 - 3 loài ở châu Phi và châu  Á",57
378,Caladium,,,129
379,Calamagrostis,,,85
380,Calamus,,,244
381,Calanthe,"Lan đất hoa trắng, Lan bầu rượu, Bọ cạp, Kiều Lan","CALANTHE R. Br.[Từ chữ Hy Lạp kolos:  đẹp và anthe: hoa; liên hệ đến phần lớn các loài trong chi này có hoa đẹp]Cây thảo sống lâu năm địa sinh hay phụ sinh. Lá rộng, gấp nếp, tồn tại hay sớm rụng. Hoa thành chùm mọc đứng, màu trắng, màu hoa cà, có khi vàng. Lá đài và cánh hoa gần bằng nhau và rời. Cánh môi dính với cột, nguyên hoặc chia thùy và có một cựa có đỉnh  thường tròn; cột ngắn. Bao phấn có 8 túi phấn.Gồm khoảng 120 loài ở các vùng nóng trên thế giới; ở Việt Nam có 18 loài, mà 5 loài là đặc hữu; phần lớn các loài được trồng làm cảnh.",26
382,Calathea,"Huỳnh tinh, Năng tàu, Dong tía","Cây thảo có kích thước khác nhau. Lá mọc từ gốc, to, thường có cuống dài.Hoa không đều, lưỡng tính, tập hợp thành bông kèm theo những lá bắc nhỏ. Đài có 3 lá đài. Tràng có 3 cánh hoa. Nhị 3, nhưng biến đổi luôn trong quá trình phát triển ( 1 nhị chia ra 2 nửa mà một nửa này trở thành 1 nhị sinh sản có bao phấn một ô, trong khi đó nửa kia thành bản dạng cánh ). Bầu hạ 3 ô, có vòi nhụy nguyên hoặc có 3 góc, với đầu nhụy chia 3 thùy. Quả nang với 1 hay 3 ô.Gồm tới 300 loài nhiệt đới châu Mỹ. Việt Nam có nhập trồng 4 loài",222
383,Calbistemon,,,186
384,Calcareoboea,,,206
385,Caldesia,,,136
386,Calendula,Xu xi,"[Từ chữ calendulae, của những ngày sóc trong lịch La mã; cây nở hoa vào những ngày sóc]Cây thảo sống hằng năm, có khi có dạng bụi thấp. Hoa xếp thành cụm hoa đầu; các hoa ở mép hình lưỡi là hoa cái, các hoa ở giữa là hoa đực. Quả bế không có mào lông.Gồm khoảng 20 loài ở vùng Địa Trung Hải",9
387,Callerya,Mát lưỡng thể,"Dây leo hóa gỗ, ít khi là cây nhỡ hay cây gỗ. Lá mọc so le, kép lông chim lẻ; lá chét 3 - 15 ( -19 ), gần mọc đối; lá kèm thường sớm rụng; lá kèm nhỏ có hay không có.Cụm hoa ở ngọn thành chùy nhiều hoa, có thể có cả các chùm hoa ở nách các lá ở đỉnh các nhánh; lá bắc tồn tại hay sớm rụng; lá bắc con đính ở gốc ống đài. Hoa dài 8 - 33mm; đài hình ống dạng đấu hay hình chuông và với 4 răng rất ngắn; cánh cờ hình trứng hay gần tròn thon hẹp thành móng; cánh bên thường dính ít nhiều với cánh thìa; nhị hai bó; đĩa mật thường có; bầu có chân; ( 1 ) 2 - 13 noãn.Quả hóa gỗ, mở sớm, dẹp, không có cánh, hơi lồi ở chỗ có hạt, với van mỏng, hoặc mở muộn, phồng, có van dày. Hạt 1 - 10.Gồm khoảng 20 loài phân bố phần lớn ở Đông Nam Á; một vài loài ở Bắc Ôxtrâylia  và ở Irian ( Niu Ghinê )",32
388,Calliandra,Kiều hùng,"CALLIANDRA Benth.[Từ chữ Hy Lạp kallion, cấp so sánh của kalos: đẹp và aner, andros: nhị, cây có hoa với bộ nhị đẹp]Cây nhỡ hay cây gỗ nhỏ. Lá mọc so le, hai lần lông chim, với lá kèm thường tồn tại, dạng màng hoặc có gai. Hoa xếp thành tán hay đầu hình cầu, có cuống dài; hoa lưỡng tính hay đơn tính có tràng hoa nhỏ, chỉ nhị dài, màu trắng, hồng hay đỏ vượt dài ra khỏi tràng hoa.Quả đậu thẳng hoặc hơi lồi.Gồm khoảng 200  loài của nhiệt đới châu Mỹ, Mađagaxca, Ấn Độ",129
389,Callicarpa,"Tu hú, Nàng nàng, Tử châu","CALLICARPA L.[Từ chữ Hy Lạp kallos: đẹp và karpos: quả; cây có quả có màu sắc đẹp]Cây gỗ nhỡ có lông mềm ở các phần non, lá và cụm hoa. Lá mọc đối, dễ rụng, đơn, có răng.Cụm hoa thành xim ở nách lá. Hoa nhỏ; đài dạng đấu, 4 răng; tràng hình ống với 4 thùy; nhị 4; bầu có 2 ô. Quả dạng quả hạch nhỏ hình cầu, màu tía, 1 - 4 hạch.Gồm tới 140 loài nhiệt đới và cận nhiệt đới; nhiều loài là cây cảnh, cây thuốc hoặc làm thuốc duốc cá",129
390,Callistemon,"Kiều nhụy, Tràm bông đỏ","CALLISTEMON R. Br.[Từ chữ Hy Lạp kallos: đẹp và stemon: nhị; hoa của cây có bộ nhị đẹp]Cây bụi có lá mọc so le, dài, không có lá kèm. Hoa tập hợp thành bông  tận cùng bởi một bó lá. Đài có 5 thùy. Tràng có 5 cánh hoa. Nhị nhiều thò dài ra quá bao hoa. Bầu hạ có 3 hoặc 5 ô nhiều noãn. Quả nang.Gồm khoảng 20 loài ở Ôxtrâylia",322
391,Callistephus,,,206
392,Callitriche,Diễm mao,,32
393,Callostylis,,,58
394,Calocedrus,,,222
395,Calophyllum,,,93
396,Calopogonium,,,80
397,Calotis,Cúc dại,"CALOTIS R. Br.[Chưa rõ từ nguyên, có thể là do chữ Hy Lạp kalos: đẹp và otis: tai nhỏ; hoa có lưỡi đẹp]Cây thảo sống hằng năm. Lá mọc so le, phiến nhỏ, có ít răng ở đầu. Cụm hoa đầu ở ngọn các nhánh. Đế hoa không có vẩy. Hoa hình lưỡi ở mép là hoa cái; hoa ở giữa hình ống là hoa lưỡng tính. Bao phấn không có tai. Quả bế xoan ngược rồi tròn, không có mỏ nhưng có 5 gai mũi dạng râu quăn.Gồm khoảng 22 loài ở Niu Dilen, Ôxtrâylia. Ở Việt Nam, có 1 loài: Calotis anamitica",129
398,Calotropis,,,32
399,Calycopteris,,,28
400,Calymmodon,,,83
401,Camchaya,,,250
402,Camellia,"Chè, Trà, Hải đường","CAMELLIA L.[Để tưởng nhớ Joseph Camelli ( - 1708 ), thầy tu dòng Tên người vùng Brno ( Cộng hòa Séc ), nghiên cứu thực vật ở Trung Quốc, Nhật Bản và Philippin]Cây nhỏ hay cây bụi. Lá mọc so le, tồn tại, nguyên hay lượn sóng, thường dai, bóng.Hoa có cuống ngắn hoặc không cuống, ở nách lá hay ở ngọn, đơn độc hoặc tập hợp thành bó, thường có kích thước lớn nhiều hay ít tùy loại; nhị nhiều, có khi biến đổi thành dạng cánh. Quả nang; hạt đen và to  nhưng số lượng không nhiều.Gồm 82 loài của vùng Ấn Đô ̣- Mã Lai và Đông Á. Ở Việt Nam, có tới 56 loài. Cây chè rất thông dụng; nhiều loài cây trồng làm cảnh đẹp, một số loài là cây cho dầu và làm thuốc hoặc cho gỗ nhỏ",32
403,Campanula,,,307
404,Campestigma,,,60
405,Campsis,,,28
406,Campylotropis,,,42
407,Cananga,,,129
408,Canarium,Trám,"CANARIUM L.[Từ chữ canari: tên cây trám ở Ấn Độ]Cây gỗ có khi có kích thước lớn. Lá mọc so le, kép lông chim lẻ, ít khi đơn, lá kèm sớm rụng hay tồn tại ở gốc của lá, có khi không có. Cụm hoa chùy ở ngọn; hoa lưỡng tính hay đơn tính khác gốc, nhỏ, mẫu 3. Đài dạng đấu, hợp đài, với 3 răng ở đỉnh. Cánh hoa 3, mọc đứng, rời, thành tràng hình cầu hay hình trụ. Nhị 6, đính ngoài đĩa. Bầu không cuống, có 3 ô với 1 vòi nhụy mang đầu nhụy có 3 thùy. Ở hoa đực có bầu thô sơ. Quả hình trứng, có vỏ quả nạc; hạch có 3 ô mà 1 - 2 thui biến; phôi không có nội nhũ.Gồm 75 loài của các vùng nhiệt đới Cựu lục địa",18
409,Canavalia,,,53
410,Canna,,,129
411,Cannabis,,,62
412,Canscora,,,61
413,Canscoria,,,134
414,Cansjera,,,134
415,Cansnora,,,221
416,Canthium,,,134
417,Capillipedium,"Cỏ chân lông, Mao cước","CAPILLIPEDIUM Stapf[Từ chữ Hy Lạp capillus: tóc, lông và pes: chân, ám chỉ bông chét có cuống nhỏ như lông]Cỏ này có nhiều đặc điểm với các loài thuộc chi Andropogon nhưng cụm hoa thành chùy kép không có mo, với các nhánh mảnh, các nhánh thứ cấp nhiều mang các nhánh tam cấp; các đốt và cuống hoa dạng sợi, có rạch dọc theo chiều dài, với các khớp ngang; chùm có cuống dài, với các đốt không nhiều; bông chét nhỏ, các bông chét có cuống không có râu.Gồm 14 loài phân bố từ Đông Phi tới vùng nhiệt đới châu Á cho tới Ôxtrâylia",268
418,Capparis,"Bạch hoa, Cáp","CAPPARIS L.[Từ chữ Hy Lạp kapparis: tên của cây, dẫn xuất từ chữ Ả Rập kabar tên gọi nụ hoa của cây được dùng làm gia vị sau khi giầm trong dấm].Cây nhỏ hay cây gỗ nhỏ mọc đứng hay leo, thường là có gai. Lá thường mọc so le, nguyên, dày và dai.Hoa trắng, có khi tím, đơn hay tập hợp thành cụm hoa khác nhau. 4 lá đài, 4 cánh hoa, nhiều nhị, bầu có 1 ô. Quả mọng hình cầu.Gồm khoảng 250 loài ở các vùng nhiệt đới và nóng, một số ít ở vùng ôn đới.",244
419,Capsella,Tề thái,"CAPSELLA Medik.[Từ  chữ La tinh Capselle có nghĩa là cái tráp, cái hộp, rộng ra là cái túi. Liên hệ đến hình dạng của quả]Cây thảo. Lá có hình dạng thay đổi. Ngù hoa ở ngọn gồm nhiều bông. Hoa có 4 lá đài, 4 cánh hoa, 6 nhị và bầu  2 ô. Quả ngắn, chiều rộng bằng chiều dài; hạt có lá mầm không gập lại, rễ mầm đặt về phía lưng của 1 trong 2 lá mầm song song.Gồm 5 loài ở vùng ôn đới nóng.",63
420,Capsicum,Ớt,"CAPSICUM L.[Từ chữ Latinh capsa: cái hộp, liên hệ đến hình dạng của vỏ hạt]Cây thảo sống một năm, nhiều năm hoặc cây bụi thấp. Lá sớm rụng, mọc so le, đơn, nguyên, nhẵn và bóng ở mặt trên. Hoa ở nách lá, màu trắng, mọc riêng lẻ hoặc xếp 2 - 3 cái; đài tồn tại với 5 răng; tràng hợp, 5 thùy; 5 nhị. Quả mọng hình trứng nhiều hay ít hoặc hình dải.Gồm khoảng 10 loài của các vùng nhiệt đới châu Mỹ.",48
